Rank,NOC,Gold,Silver,Bronze,Total,Year,Events_Participated,NA,ER,HE,Score,Score_Lag1,Score_Lag2,AP,Mundlak_ER,Mundlak_NM,Const
40,Portugal,0,0,1,1,1952,0.0,0.0,0.0,0,1,3.0,1.0,4.0,0.0,3.3125,1
30,Portugal,0,2,0,2,1976,0.0,0.0,0.0,0,4,1.0,3.0,4.0,0.0,3.3125,1
23,Portugal,1,0,2,3,1984,0.0,0.0,0.0,0,5,4.0,1.0,5.0,0.0,3.3125,1
29,Portugal,1,0,0,1,1988,0.0,0.0,0.0,0,3,5.0,4.0,9.0,0.0,3.3125,1
47,Portugal,1,0,1,2,1996,0.0,0.0,0.0,0,4,3.0,5.0,8.0,0.0,3.3125,1
69,Portugal,0,0,2,2,2000,0.0,0.0,0.0,0,2,4.0,3.0,7.0,0.0,3.3125,1
60,Portugal,0,2,1,3,2004,0.0,0.0,0.0,0,5,2.0,4.0,6.0,0.0,3.3125,1
47,Portugal,1,1,0,2,2008,0.0,0.0,0.0,0,5,5.0,2.0,7.0,0.0,3.3125,1
70,Portugal,0,1,0,1,2012,0.0,0.0,0.0,0,2,5.0,5.0,10.0,0.0,3.3125,1
78,Portugal,0,0,1,1,2016,0.0,0.0,0.0,0,1,2.0,5.0,7.0,0.0,3.3125,1
56,Portugal,1,1,2,4,2020,0.0,0.0,0.0,0,7,1.0,2.0,3.0,0.0,3.3125,1
50,Portugal,1,2,1,4,2024,0.0,0.0,0.0,0,8,7.0,1.0,8.0,0.0,3.3125,1
34,Puerto Rico,0,0,1,1,1948,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,2.0,1
37,Puerto Rico,0,0,1,1,1976,0.0,0.0,0.0,0,1,1.0,0.0,1.0,0.0,2.0,1
30,Puerto Rico,0,1,1,2,1984,0.0,0.0,0.0,0,3,1.0,1.0,2.0,0.0,2.0,1
54,Puerto Rico,0,0,1,1,1992,0.0,0.0,0.0,0,1,3.0,1.0,4.0,0.0,2.0,1
71,Puerto Rico,0,0,1,1,1996,0.0,0.0,0.0,0,1,1.0,3.0,4.0,0.0,2.0,1
65,Puerto Rico,0,1,1,2,2012,0.0,0.0,0.0,0,3,1.0,1.0,2.0,0.0,2.0,1
54,Puerto Rico,1,0,0,1,2016,0.0,0.0,0.0,0,3,3.0,1.0,4.0,0.0,2.0,1
63,Puerto Rico,1,0,0,1,2020,0.0,0.0,0.0,0,3,3.0,3.0,6.0,0.0,2.0,1
80,Puerto Rico,0,0,2,2,2024,0.0,0.0,0.0,0,2,3.0,3.0,6.0,0.0,2.0,1
54,Qatar,0,0,1,1,1992,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,2.5,1
71,Qatar,0,0,1,1,2000,0.0,0.0,0.0,0,1,1.0,0.0,1.0,0.0,2.5,1
65,Qatar,0,1,1,2,2012,0.0,0.0,0.0,0,3,1.0,1.0,2.0,0.0,2.5,1
69,Qatar,0,1,0,1,2016,0.0,0.0,0.0,0,2,3.0,1.0,4.0,0.0,2.5,1
41,Qatar,2,0,1,3,2020,0.0,0.0,0.0,0,7,2.0,3.0,5.0,0.0,2.5,1
84,Qatar,0,0,1,1,2024,0.0,0.0,0.0,0,1,7.0,2.0,9.0,0.0,2.5,1
84,Refugee Olympic Team,0,0,1,1,2024,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,1
23,Romania,0,0,1,1,1924,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,29.35,1
25,Romania,0,1,0,1,1936,0.0,0.0,0.0,0,2,1.0,0.0,1.0,0.0,29.35,1
23,Romania,1,1,2,4,1952,0.0,0.0,0.0,0,7,2.0,1.0,3.0,0.0,29.35,1
9,Romania,5,3,5,13,1956,0.0,0.0,0.0,0,26,7.0,2.0,9.0,0.0,29.35,1
14,Romania,2,4,6,12,1964,0.0,0.0,0.0,0,20,26.0,7.0,33.0,0.0,29.35,1
12,Romania,4,6,5,15,1968,0.0,0.0,0.0,0,29,20.0,26.0,46.0,0.0,29.35,1
13,Romania,3,6,7,16,1972,0.0,0.0,0.0,0,28,29.0,20.0,49.0,0.0,29.35,1
9,Romania,4,9,14,27,1976,0.0,0.0,0.0,0,44,28.0,29.0,57.0,0.0,29.35,1
7,Romania,6,6,13,25,1980,0.0,0.0,0.0,0,43,44.0,28.0,72.0,0.0,29.35,1
2,Romania,20,16,17,53,1984,0.0,0.0,0.0,0,109,43.0,44.0,87.0,0.0,29.35,1
8,Romania,7,11,6,24,1988,0.0,0.0,0.0,0,49,109.0,43.0,152.0,0.0,29.35,1
14,Romania,4,6,8,18,1992,0.0,0.0,0.0,0,32,49.0,109.0,158.0,0.0,29.35,1
14,Romania,4,7,9,20,1996,0.0,0.0,0.0,0,35,32.0,49.0,81.0,0.0,29.35,1
11,Romania,11,6,9,26,2000,0.0,0.0,0.0,0,54,35.0,32.0,67.0,0.0,29.35,1
14,Romania,8,5,6,19,2004,0.0,0.0,0.0,0,40,54.0,35.0,89.0,0.0,29.35,1
18,Romania,4,1,4,9,2008,0.0,0.0,0.0,0,18,40.0,54.0,94.0,0.0,29.35,1
31,Romania,2,4,1,7,2012,0.0,0.0,0.0,0,15,18.0,40.0,58.0,0.0,29.35,1
47,Romania,1,1,2,4,2016,0.0,0.0,0.0,0,7,15.0,18.0,33.0,0.0,29.35,1
46,Romania,1,3,0,4,2020,0.0,0.0,0.0,0,9,7.0,15.0,22.0,0.0,29.35,1
23,Romania,3,4,2,9,2024,0.0,0.0,0.0,0,19,9.0,7.0,16.0,0.0,29.35,1
2,Russia,22,30,19,71,1952,141.0,295.0,0.4171597633136095,0,145,0.0,0.0,0.0,0.2423440226226356,192.2,1
1,Russia,37,29,32,98,1956,141.0,281.0,0.41228070175438597,0,201,145.0,0.0,145.0,0.2423440226226356,192.2,1
2,Russia,30,31,35,96,1964,154.0,316.0,0.41621621621621624,0,187,201.0,145.0,346.0,0.2423440226226356,192.2,1
2,Russia,29,32,30,91,1968,164.0,311.0,0.42487046632124353,0,181,187.0,201.0,388.0,0.2423440226226356,192.2,1
1,Russia,50,27,22,99,1972,180.0,371.0,0.41002277904328016,0,226,181.0,187.0,368.0,0.2423440226226356,192.2,1
1,Russia,49,41,35,125,1976,189.0,408.0,0.42567567567567566,0,264,226.0,181.0,407.0,0.2423440226226356,192.2,1
1,Russia,80,69,46,195,1980,202.0,489.0,0.44493392070484583,1,424,264.0,226.0,490.0,0.2423440226226356,192.2,1
1,Russia,55,31,46,132,1988,221.0,479.0,0.4185606060606061,0,273,424.0,264.0,688.0,0.2423440226226356,192.2,1
2,Russia,26,21,16,63,1996,0.0,0.0,0.0,0,136,273.0,424.0,697.0,0.2423440226226356,192.2,1
2,Russia,32,28,29,89,2000,0.0,0.0,0.0,0,181,136.0,273.0,409.0,0.2423440226226356,192.2,1
3,Russia,28,26,36,90,2004,0.0,0.0,0.0,0,172,181.0,136.0,317.0,0.2423440226226356,192.2,1
3,Russia,24,13,23,60,2008,0.0,0.0,0.0,0,121,172.0,181.0,353.0,0.2423440226226356,192.2,1
4,Russia,18,21,26,65,2012,0.0,0.0,0.0,0,122,121.0,172.0,293.0,0.2423440226226356,192.2,1
4,Russia,19,17,20,56,2016,0.0,0.0,0.0,0,111,122.0,121.0,243.0,0.2423440226226356,192.2,1
5,Russia,20,28,23,71,2020,202.0,341.0,0.26544021024967146,0,139,111.0,122.0,233.0,0.2423440226226356,192.2,1
55,Saint Lucia,1,1,0,2,2024,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,5.0,1
72,San Marino,0,1,2,3,2020,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,4.0,1
61,Saudi Arabia,0,1,1,2,2000,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,2.0,1
79,Saudi Arabia,0,0,1,1,2012,0.0,0.0,0.0,0,1,3.0,0.0,3.0,0.0,2.0,1
77,Saudi Arabia,0,1,0,1,2020,0.0,0.0,0.0,0,2,1.0,3.0,4.0,0.0,2.0,1
64,Serbia,0,1,2,3,2008,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,11.0,1
42,Serbia,1,1,2,4,2012,0.0,0.0,0.0,0,7,4.0,0.0,4.0,0.0,11.0,1
32,Serbia,2,4,2,8,2016,0.0,0.0,0.0,0,16,7.0,4.0,11.0,0.0,11.0,1
28,Serbia,3,1,5,9,2020,0.0,0.0,0.0,0,16,16.0,7.0,23.0,0.0,11.0,1
27,Serbia,3,1,1,5,2024,0.0,0.0,0.0,0,12,16.0,16.0,32.0,0.0,11.0,1
72,Singapore,0,1,0,1,2008,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,2.0,1
77,Singapore,0,0,2,2,2012,0.0,0.0,0.0,0,2,2.0,0.0,2.0,0.0,2.0,1
54,Singapore,1,0,0,1,2016,0.0,0.0,0.0,0,3,2.0,2.0,4.0,0.0,2.0,1
84,Singapore,0,0,1,1,2024,0.0,0.0,0.0,0,1,3.0,2.0,5.0,0.0,2.0,1
43,Slovakia,1,1,1,3,1996,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,8.375,1
39,Slovakia,1,3,1,5,2000,0.0,0.0,0.0,0,10,6.0,0.0,6.0,0.0,8.375,1
29,Slovakia,2,2,2,6,2004,0.0,0.0,0.0,0,12,10.0,6.0,16.0,0.0,8.375,1
26,Slovakia,3,3,0,6,2008,0.0,0.0,0.0,0,15,12.0,10.0,22.0,0.0,8.375,1
63,Slovakia,0,1,3,4,2012,0.0,0.0,0.0,0,5,15.0,12.0,27.0,0.0,8.375,1
37,Slovakia,2,2,0,4,2016,0.0,0.0,0.0,0,10,5.0,15.0,20.0,0.0,8.375,1
50,Slovakia,1,2,1,4,2020,0.0,0.0,0.0,0,8,10.0,5.0,15.0,0.0,8.375,1
84,Slovakia,0,0,1,1,2024,0.0,0.0,0.0,0,1,8.0,10.0,18.0,0.0,8.375,1
52,Slovenia,0,0,2,2,1992,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,6.777777777777778,1
55,Slovenia,0,2,0,2,1996,0.0,0.0,0.0,0,4,2.0,0.0,2.0,0.0,6.777777777777778,1
36,Slovenia,2,0,0,2,2000,0.0,0.0,0.0,0,6,4.0,2.0,6.0,0.0,6.777777777777778,1
63,Slovenia,0,1,3,4,2004,0.0,0.0,0.0,0,5,6.0,4.0,10.0,0.0,6.777777777777778,1
39,Slovenia,1,2,2,5,2008,0.0,0.0,0.0,0,9,5.0,6.0,11.0,0.0,6.777777777777778,1
42,Slovenia,1,1,2,4,2012,0.0,0.0,0.0,0,7,9.0,5.0,14.0,0.0,6.777777777777778,1
45,Slovenia,1,2,1,4,2016,0.0,0.0,0.0,0,8,7.0,9.0,16.0,0.0,6.777777777777778,1
31,Slovenia,3,1,1,5,2020,0.0,0.0,0.0,0,12,8.0,7.0,15.0,0.0,6.777777777777778,1
34,Slovenia,2,1,0,3,2024,0.0,0.0,0.0,0,8,12.0,8.0,20.0,0.0,6.777777777777778,1
14,South Africa,1,1,0,2,1908,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,9.666666666666666,1
7,South Africa,4,2,0,6,1912,0.0,0.0,0.0,0,16,5.0,0.0,5.0,0.0,9.666666666666666,1
11,South Africa,3,4,3,10,1920,0.0,0.0,0.0,0,20,16.0,5.0,21.0,0.0,9.666666666666666,1
18,South Africa,1,1,1,3,1924,0.0,0.0,0.0,0,6,20.0,16.0,36.0,0.0,9.666666666666666,1
23,South Africa,1,0,2,3,1928,0.0,0.0,0.0,0,5,6.0,20.0,26.0,0.0,9.666666666666666,1
25,South Africa,0,1,0,1,1936,0.0,0.0,0.0,0,2,5.0,6.0,11.0,0.0,9.666666666666666,1
18,South Africa,2,1,1,4,1948,0.0,0.0,0.0,0,9,2.0,5.0,7.0,0.0,9.666666666666666,1
12,South Africa,2,4,4,10,1952,0.0,0.0,0.0,0,18,9.0,2.0,11.0,0.0,9.666666666666666,1
33,South Africa,0,0,4,4,1956,0.0,0.0,0.0,0,4,18.0,9.0,27.0,0.0,9.666666666666666,1
41,South Africa,0,2,0,2,1992,0.0,0.0,0.0,0,4,4.0,18.0,22.0,0.0,9.666666666666666,1
27,South Africa,3,1,1,5,1996,0.0,0.0,0.0,0,12,4.0,4.0,8.0,0.0,9.666666666666666,1
55,South Africa,0,2,3,5,2000,0.0,0.0,0.0,0,7,12.0,4.0,16.0,0.0,9.666666666666666,1
43,South Africa,1,3,2,6,2004,0.0,0.0,0.0,0,11,7.0,12.0,19.0,0.0,9.666666666666666,1
72,South Africa,0,1,0,1,2008,0.0,0.0,0.0,0,2,11.0,7.0,18.0,0.0,9.666666666666666,1
20,South Africa,4,1,1,6,2012,0.0,0.0,0.0,0,15,2.0,11.0,13.0,0.0,9.666666666666666,1
29,South Africa,2,6,2,10,2016,0.0,0.0,0.0,0,20,15.0,2.0,17.0,0.0,9.666666666666666,1
52,South Africa,1,2,0,3,2020,0.0,0.0,0.0,0,7,20.0,15.0,35.0,0.0,9.666666666666666,1
44,South Africa,1,3,2,6,2024,0.0,0.0,0.0,0,11,7.0,20.0,27.0,0.0,9.666666666666666,1
32,South Korea,0,0,2,2,1948,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,35.44444444444444,1
37,South Korea,0,0,2,2,1952,0.0,0.0,0.0,0,2,2.0,0.0,2.0,0.0,35.44444444444444,1
29,South Korea,0,1,1,2,1956,0.0,0.0,0.0,0,3,2.0,2.0,4.0,0.0,35.44444444444444,1
27,South Korea,0,2,1,3,1964,0.0,0.0,0.0,0,5,3.0,2.0,5.0,0.0,35.44444444444444,1
36,South Korea,0,1,1,2,1968,0.0,0.0,0.0,0,3,5.0,3.0,8.0,0.0,35.44444444444444,1
33,South Korea,0,1,0,1,1972,0.0,0.0,0.0,0,2,3.0,5.0,8.0,0.0,35.44444444444444,1
19,South Korea,1,1,4,6,1976,0.0,0.0,0.0,0,9,2.0,3.0,5.0,0.0,35.44444444444444,1
10,South Korea,6,6,7,19,1984,0.0,0.0,0.0,0,37,9.0,2.0,11.0,0.0,35.44444444444444,1
4,South Korea,12,10,11,33,1988,0.0,0.0,0.0,0,67,37.0,9.0,46.0,0.0,35.44444444444444,1
7,South Korea,12,5,12,29,1992,0.0,0.0,0.0,0,58,67.0,37.0,104.0,0.0,35.44444444444444,1
10,South Korea,7,15,5,27,1996,0.0,0.0,0.0,0,56,58.0,67.0,125.0,0.0,35.44444444444444,1
12,South Korea,8,10,10,28,2000,0.0,0.0,0.0,0,54,56.0,58.0,114.0,0.0,35.44444444444444,1
9,South Korea,9,12,9,30,2004,0.0,0.0,0.0,0,60,54.0,56.0,110.0,0.0,35.44444444444444,1
7,South Korea,13,11,8,32,2008,0.0,0.0,0.0,0,69,60.0,54.0,114.0,0.0,35.44444444444444,1
5,South Korea,13,9,9,31,2012,0.0,0.0,0.0,0,66,69.0,60.0,129.0,0.0,35.44444444444444,1
8,South Korea,9,3,9,21,2016,0.0,0.0,0.0,0,42,66.0,69.0,135.0,0.0,35.44444444444444,1
16,South Korea,6,4,10,20,2020,0.0,0.0,0.0,0,36,42.0,66.0,108.0,0.0,35.44444444444444,1
8,South Korea,13,9,10,32,2024,0.0,0.0,0.0,0,67,36.0,42.0,78.0,0.0,35.44444444444444,1
14,Spain,1,0,0,1,1900,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,19.31578947368421,1
17,Spain,0,2,0,2,1920,0.0,0.0,0.0,0,4,3.0,0.0,3.0,0.0,19.31578947368421,1
24,Spain,1,0,0,1,1928,0.0,0.0,0.0,0,3,4.0,3.0,7.0,0.0,19.31578947368421,1
28,Spain,0,1,0,1,1948,0.0,0.0,0.0,0,2,3.0,4.0,7.0,0.0,19.31578947368421,1
34,Spain,0,1,0,1,1952,0.0,0.0,0.0,0,2,2.0,3.0,5.0,0.0,19.31578947368421,1
43,Spain,0,0,1,1,1972,0.0,0.0,0.0,0,1,2.0,2.0,4.0,0.0,19.31578947368421,1
30,Spain,0,2,0,2,1976,0.0,0.0,0.0,0,4,1.0,2.0,3.0,0.0,19.31578947368421,1
20,Spain,1,3,2,6,1980,0.0,0.0,0.0,0,11,4.0,1.0,5.0,0.0,19.31578947368421,1
20,Spain,1,2,2,5,1984,0.0,0.0,0.0,0,9,11.0,4.0,15.0,0.0,19.31578947368421,1
25,Spain,1,1,2,4,1988,0.0,0.0,0.0,0,7,9.0,11.0,20.0,0.0,19.31578947368421,1
6,Spain,13,7,2,22,1992,0.0,0.0,0.0,0,55,7.0,9.0,16.0,0.0,19.31578947368421,1
13,Spain,5,6,6,17,1996,0.0,0.0,0.0,0,33,55.0,7.0,62.0,0.0,19.31578947368421,1
25,Spain,3,3,5,11,2000,0.0,0.0,0.0,0,20,33.0,55.0,88.0,0.0,19.31578947368421,1
20,Spain,3,11,6,20,2004,0.0,0.0,0.0,0,37,20.0,33.0,53.0,0.0,19.31578947368421,1
14,Spain,5,11,3,19,2008,0.0,0.0,0.0,0,40,37.0,20.0,57.0,0.0,19.31578947368421,1
17,Spain,4,10,6,20,2012,0.0,0.0,0.0,0,38,40.0,37.0,77.0,0.0,19.31578947368421,1
14,Spain,7,4,6,17,2016,0.0,0.0,0.0,0,35,38.0,40.0,78.0,0.0,19.31578947368421,1
22,Spain,3,8,6,17,2020,0.0,0.0,0.0,0,31,35.0,38.0,73.0,0.0,19.31578947368421,1
15,Spain,5,4,9,18,2024,0.0,0.0,0.0,0,32,31.0,35.0,66.0,0.0,19.31578947368421,1
21,Sweden,0,0,1,1,1900,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,36.23076923076923,1
3,Sweden,8,6,11,25,1908,0.0,0.0,0.0,0,47,1.0,0.0,1.0,0.0,36.23076923076923,1
2,Sweden,23,25,17,65,1912,0.0,0.0,0.0,0,136,47.0,1.0,48.0,0.0,36.23076923076923,1
2,Sweden,19,20,25,64,1920,0.0,0.0,0.0,0,122,136.0,47.0,183.0,0.0,36.23076923076923,1
8,Sweden,4,13,12,29,1924,0.0,0.0,0.0,0,50,122.0,136.0,258.0,0.0,36.23076923076923,1
4,Sweden,7,6,12,25,1928,0.0,0.0,0.0,0,45,50.0,122.0,172.0,0.0,36.23076923076923,1
7,Sweden,6,5,10,21,1936,0.0,0.0,0.0,0,38,45.0,50.0,95.0,0.0,36.23076923076923,1
2,Sweden,16,11,17,44,1948,0.0,0.0,0.0,0,87,38.0,45.0,83.0,0.0,36.23076923076923,1
4,Sweden,12,13,10,35,1952,0.0,0.0,0.0,0,72,87.0,38.0,125.0,0.0,36.23076923076923,1
6,Sweden,8,5,6,19,1956,0.0,0.0,0.0,0,40,72.0,87.0,159.0,0.0,36.23076923076923,1
17,Sweden,2,2,4,8,1964,0.0,0.0,0.0,0,14,40.0,72.0,112.0,0.0,36.23076923076923,1
20,Sweden,2,1,1,4,1968,0.0,0.0,0.0,0,9,14.0,40.0,54.0,0.0,36.23076923076923,1
11,Sweden,4,6,6,16,1972,0.0,0.0,0.0,0,30,9.0,14.0,23.0,0.0,36.23076923076923,1
12,Sweden,4,1,0,5,1976,0.0,0.0,0.0,0,14,30.0,9.0,39.0,0.0,36.23076923076923,1
11,Sweden,3,3,6,12,1980,0.0,0.0,0.0,0,21,14.0,30.0,44.0,0.0,36.23076923076923,1
16,Sweden,2,11,6,19,1984,0.0,0.0,0.0,0,34,21.0,14.0,35.0,0.0,36.23076923076923,1
32,Sweden,0,4,7,11,1988,0.0,0.0,0.0,0,15,34.0,21.0,55.0,0.0,36.23076923076923,1
27,Sweden,1,7,4,12,1992,0.0,0.0,0.0,0,21,15.0,34.0,49.0,0.0,36.23076923076923,1
29,Sweden,2,4,2,8,1996,0.0,0.0,0.0,0,16,21.0,15.0,36.0,0.0,36.23076923076923,1
18,Sweden,4,5,3,12,2000,0.0,0.0,0.0,0,25,16.0,21.0,37.0,0.0,36.23076923076923,1
19,Sweden,4,2,1,7,2004,0.0,0.0,0.0,0,17,25.0,16.0,41.0,0.0,36.23076923076923,1
56,Sweden,0,4,1,5,2008,0.0,0.0,0.0,0,9,17.0,25.0,42.0,0.0,36.23076923076923,1
37,Sweden,1,4,3,8,2012,0.0,0.0,0.0,0,14,9.0,17.0,26.0,0.0,36.23076923076923,1
28,Sweden,2,6,3,11,2016,0.0,0.0,0.0,0,21,14.0,9.0,23.0,0.0,36.23076923076923,1
23,Sweden,3,6,0,9,2020,0.0,0.0,0.0,0,21,21.0,14.0,35.0,0.0,36.23076923076923,1
16,Sweden,4,4,3,11,2024,0.0,0.0,0.0,0,23,21.0,21.0,42.0,0.0,36.23076923076923,1
10,Switzerland,1,2,0,3,1896,0.0,0.0,0.0,0,7,0.0,0.0,0.0,0.0,15.423076923076923,1
6,Switzerland,6,2,1,9,1900,0.0,0.0,0.0,0,23,7.0,0.0,7.0,0.0,15.423076923076923,1
10,Switzerland,1,0,2,3,1904,0.0,0.0,0.0,0,5,23.0,7.0,30.0,0.0,15.423076923076923,1
13,Switzerland,2,2,7,11,1920,0.0,0.0,0.0,0,17,5.0,23.0,28.0,0.0,15.423076923076923,1
6,Switzerland,7,8,10,25,1924,0.0,0.0,0.0,0,47,17.0,5.0,22.0,0.0,15.423076923076923,1
6,Switzerland,7,4,4,15,1928,0.0,0.0,0.0,0,33,47.0,17.0,64.0,0.0,15.423076923076923,1
11,Switzerland,4,9,5,18,1936,0.0,0.0,0.0,0,35,33.0,47.0,80.0,0.0,15.423076923076923,1
9,Switzerland,5,10,5,20,1948,0.0,0.0,0.0,0,40,35.0,33.0,68.0,0.0,15.423076923076923,1
11,Switzerland,2,6,6,14,1952,0.0,0.0,0.0,0,24,40.0,35.0,75.0,0.0,15.423076923076923,1
35,Switzerland,0,0,1,1,1956,0.0,0.0,0.0,0,1,24.0,40.0,64.0,0.0,15.423076923076923,1
22,Switzerland,1,2,1,4,1964,0.0,0.0,0.0,0,8,1.0,24.0,25.0,0.0,15.423076923076923,1
33,Switzerland,0,1,4,5,1968,0.0,0.0,0.0,0,6,8.0,1.0,9.0,0.0,15.423076923076923,1
26,Switzerland,0,3,0,3,1972,0.0,0.0,0.0,0,6,6.0,8.0,14.0,0.0,15.423076923076923,1
20,Switzerland,1,1,2,4,1976,0.0,0.0,0.0,0,7,6.0,6.0,12.0,0.0,15.423076923076923,1
19,Switzerland,2,0,0,2,1980,0.0,0.0,0.0,0,6,7.0,6.0,13.0,0.0,15.423076923076923,1
26,Switzerland,0,4,4,8,1984,0.0,0.0,0.0,0,12,6.0,7.0,13.0,0.0,15.423076923076923,1
33,Switzerland,0,2,2,4,1988,0.0,0.0,0.0,0,6,12.0,6.0,18.0,0.0,15.423076923076923,1
37,Switzerland,1,0,0,1,1992,0.0,0.0,0.0,0,3,6.0,12.0,18.0,0.0,15.423076923076923,1
18,Switzerland,4,3,0,7,1996,0.0,0.0,0.0,0,18,3.0,6.0,9.0,0.0,15.423076923076923,1
37,Switzerland,1,6,2,9,2000,0.0,0.0,0.0,0,17,18.0,3.0,21.0,0.0,15.423076923076923,1
46,Switzerland,1,1,3,5,2004,0.0,0.0,0.0,0,8,17.0,18.0,35.0,0.0,15.423076923076923,1
34,Switzerland,2,1,4,7,2008,0.0,0.0,0.0,0,12,8.0,17.0,25.0,0.0,15.423076923076923,1
33,Switzerland,2,2,0,4,2012,0.0,0.0,0.0,0,10,12.0,8.0,20.0,0.0,15.423076923076923,1
23,Switzerland,3,2,2,7,2016,0.0,0.0,0.0,0,15,10.0,12.0,22.0,0.0,15.423076923076923,1
24,Switzerland,3,4,6,13,2020,0.0,0.0,0.0,0,23,15.0,10.0,25.0,0.0,15.423076923076923,1
48,Switzerland,1,2,5,8,2024,0.0,0.0,0.0,0,12,23.0,15.0,38.0,0.0,15.423076923076923,1
33,Syria,0,1,0,1,1984,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,1.75,1
49,Syria,1,0,0,1,1996,0.0,0.0,0.0,0,3,2.0,0.0,2.0,0.0,1.75,1
71,Syria,0,0,1,1,2004,0.0,0.0,0.0,0,1,3.0,2.0,5.0,0.0,1.75,1
86,Syria,0,0,1,1,2020,0.0,0.0,0.0,0,1,1.0,3.0,4.0,0.0,1.75,1
68,Tajikistan,0,1,1,2,2008,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,2.5,1
79,Tajikistan,0,0,1,1,2012,0.0,0.0,0.0,0,1,3.0,0.0,3.0,0.0,2.5,1
54,Tajikistan,1,0,0,1,2016,0.0,0.0,0.0,0,3,1.0,3.0,4.0,0.0,2.5,1
79,Tajikistan,0,0,3,3,2024,0.0,0.0,0.0,0,3,3.0,1.0,4.0,0.0,2.5,1
37,Thailand,0,0,1,1,1976,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,6.166666666666667,1
33,Thailand,0,1,0,1,1984,0.0,0.0,0.0,0,2,1.0,0.0,1.0,0.0,6.166666666666667,1
46,Thailand,0,0,1,1,1988,0.0,0.0,0.0,0,1,2.0,1.0,3.0,0.0,6.166666666666667,1
54,Thailand,0,0,1,1,1992,0.0,0.0,0.0,0,1,1.0,2.0,3.0,0.0,6.166666666666667,1
47,Thailand,1,0,1,2,1996,0.0,0.0,0.0,0,4,1.0,1.0,2.0,0.0,6.166666666666667,1
47,Thailand,1,0,2,3,2000,0.0,0.0,0.0,0,5,4.0,1.0,5.0,0.0,6.166666666666667,1
25,Thailand,3,1,4,8,2004,0.0,0.0,0.0,0,15,5.0,4.0,9.0,0.0,6.166666666666667,1
31,Thailand,2,2,2,6,2008,0.0,0.0,0.0,0,12,15.0,5.0,20.0,0.0,6.166666666666667,1
59,Thailand,0,2,2,4,2012,0.0,0.0,0.0,0,6,12.0,15.0,27.0,0.0,6.166666666666667,1
35,Thailand,2,2,2,6,2016,0.0,0.0,0.0,0,12,6.0,12.0,18.0,0.0,6.166666666666667,1
59,Thailand,1,0,1,2,2020,0.0,0.0,0.0,0,4,12.0,6.0,18.0,0.0,6.166666666666667,1
44,Thailand,1,3,2,6,2024,0.0,0.0,0.0,0,11,4.0,12.0,16.0,0.0,6.166666666666667,1
29,Tunisia,0,1,1,2,1964,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,3.7777777777777777,1
28,Tunisia,1,0,1,2,1968,0.0,0.0,0.0,0,4,3.0,0.0,3.0,0.0,3.7777777777777777,1
33,Tunisia,0,1,0,1,1972,0.0,0.0,0.0,0,2,4.0,3.0,7.0,0.0,3.7777777777777777,1
71,Tunisia,0,0,1,1,1996,0.0,0.0,0.0,0,1,2.0,4.0,6.0,0.0,3.7777777777777777,1
53,Tunisia,1,0,0,1,2008,0.0,0.0,0.0,0,3,1.0,2.0,3.0,0.0,3.7777777777777777,1
36,Tunisia,2,0,1,3,2012,0.0,0.0,0.0,0,7,3.0,1.0,4.0,0.0,3.7777777777777777,1
75,Tunisia,0,0,3,3,2016,0.0,0.0,0.0,0,3,7.0,3.0,10.0,0.0,3.7777777777777777,1
58,Tunisia,1,1,0,2,2020,0.0,0.0,0.0,0,5,3.0,7.0,10.0,0.0,3.7777777777777777,1
52,Tunisia,1,1,1,3,2024,0.0,0.0,0.0,0,6,5.0,3.0,8.0,0.0,3.7777777777777777,1
19,Turkey,1,0,1,2,1936,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,10.944444444444445,1
7,Turkey,6,4,2,12,1948,0.0,0.0,0.0,0,28,4.0,0.0,4.0,0.0,10.944444444444445,1
16,Turkey,2,0,1,3,1952,0.0,0.0,0.0,0,7,28.0,4.0,32.0,0.0,10.944444444444445,1
12,Turkey,3,2,2,7,1956,0.0,0.0,0.0,0,15,7.0,28.0,35.0,0.0,10.944444444444445,1
